"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"CD91",0,0.321332497757505,0.581,0.28,0,"4","CD9",0.301
"ANKH",0,0.320024341502326,0.389,0.161,0,"4","ANKH",0.228
"ZSWIM6",0,0.319749188103554,0.422,0.134,0,"4","ZSWIM6",0.288
"RXRA",0,0.319669370231834,0.45,0.2,0,"4","RXRA",0.25
"GMFG2",0,0.319175111463551,0.79,0.356,0,"4","GMFG",0.434
"ETV6",0,0.31787034141538,0.482,0.201,0,"4","ETV6",0.281
"GPSM32",0,0.316652369935929,0.691,0.257,0,"4","GPSM3",0.434
"RHOQ",0,0.314475049117531,0.515,0.261,0,"4","RHOQ",0.254
"CD109",0,0.311693878260523,0.291,0.093,0,"4","CD109",0.198
"ARHGAP41",0,0.309359450738465,0.559,0.16,0,"4","ARHGAP4",0.399
"SOAT1",0,0.308701374650325,0.453,0.19,0,"4","SOAT1",0.263
"DPP7",0,0.307365171902584,0.683,0.402,0,"4","DPP7",0.281
"IL13RA1",0,0.307150657969158,0.493,0.249,0,"4","IL13RA1",0.244
"MYO5A",0,0.306879093278611,0.417,0.114,0,"4","MYO5A",0.303
"ABR",0,0.304305431883824,0.442,0.132,0,"4","ABR",0.31
"SMAP21",0,0.302719840411205,0.548,0.23,0,"4","SMAP2",0.318
"DOCK101",0,0.301513403066812,0.558,0.206,0,"4","DOCK10",0.352
"GLA",0,0.300529939408592,0.368,0.132,0,"4","GLA",0.236
"AOAH1",0,0.300404433001181,0.42,0.072,0,"4","AOAH",0.348
"CCRL2",0,0.29976687179056,0.267,0.029,0,"4","CCRL2",0.238
"RELT",0,0.298727274848437,0.376,0.06,0,"4","RELT",0.316
"TSPAN33",0,0.298669026617465,0.364,0.072,0,"4","TSPAN33",0.292
"APBB1IP2",0,0.297911236202829,0.634,0.206,0,"4","APBB1IP",0.428
"TMEM106A",0,0.296272749556062,0.376,0.083,0,"4","TMEM106A",0.293
"PLCB2",0,0.295321525110938,0.398,0.052,0,"4","PLCB2",0.346
"P2RX4",0,0.291639628740509,0.43,0.159,0,"4","P2RX4",0.271
"CCND11",0,0.291340905576528,0.402,0.129,0,"4","CCND1",0.273
"P2RY6",0,0.291004497854415,0.282,0.018,0,"4","P2RY6",0.264
"MCOLN1",0,0.290924333267153,0.375,0.148,0,"4","MCOLN1",0.227
"MANBA",0,0.289927378989605,0.393,0.117,0,"4","MANBA",0.276
"MX2",0,0.289752869652878,0.478,0.198,0,"4","MX2",0.28
"ODF3B",0,0.289577194979946,0.387,0.09,0,"4","ODF3B",0.297
"CREB5",0,0.288853859038887,0.3,0.061,0,"4","CREB5",0.239
"PLA2G15",0,0.28491622937198,0.318,0.073,0,"4","PLA2G15",0.245
"NUP62",0,0.284912326810353,0.48,0.224,0,"4","NUP62",0.256
"PSTPIP2",0,0.28474854050161,0.309,0.057,0,"4","PSTPIP2",0.252
"SDSL",0,0.284382251056251,0.328,0.094,0,"4","SDSL",0.234
"ARHGAP22",0,0.283847772302391,0.323,0.059,0,"4","ARHGAP22",0.264
"SOCS6",0,0.282010209843089,0.303,0.092,0,"4","SOCS6",0.211
"PTPRJ",0,0.280452797927192,0.439,0.106,0,"4","PTPRJ",0.333
"RNF19B",0,0.280374103361275,0.318,0.1,0,"4","RNF19B",0.218
"PYGL",0,0.279401180343471,0.37,0.144,0,"4","PYGL",0.226
"DUSP3",0,0.279318934767365,0.391,0.15,0,"4","DUSP3",0.241
"TM6SF1",0,0.279066655403579,0.318,0.024,0,"4","TM6SF1",0.294
"MILR1",0,0.278379576271849,0.3,0.011,0,"4","MILR1",0.289
"GAS7",0,0.277186614738462,0.345,0.097,0,"4","GAS7",0.248
"RAPGEF1",0,0.277088627814698,0.494,0.197,0,"4","RAPGEF1",0.297
"GSAP",0,0.275512857949012,0.331,0.057,0,"4","GSAP",0.274
"MCTP1",0,0.274606843258633,0.299,0.018,0,"4","MCTP1",0.281
"ZNF267",0,0.274516198374092,0.416,0.148,0,"4","ZNF267",0.268
"STK38L",0,0.273668859165736,0.379,0.139,0,"4","STK38L",0.24
"CYTH11",0,0.272922943418912,0.562,0.233,0,"4","CYTH1",0.329
"LSP12",0,0.271924153863506,0.701,0.313,0,"4","LSP1",0.388
"ABCC3",0,0.271242308218222,0.264,0.043,0,"4","ABCC3",0.221
"MTSS1",0,0.270328784614275,0.264,0.077,0,"4","MTSS1",0.187
"RREB1",0,0.269789662557342,0.422,0.186,0,"4","RREB1",0.236
"MAP3K1",0,0.26940256834189,0.431,0.153,0,"4","MAP3K1",0.278
"WDFY4",0,0.269393233152759,0.266,0.009,0,"4","WDFY4",0.257
"A2M",0,0.268458198199283,0.53,0.206,0,"4","A2M",0.324
"FES",0,0.267801961529938,0.353,0.094,0,"4","FES",0.259
"BLNK",0,0.267440192872079,0.295,0.031,0,"4","BLNK",0.264
"NEK6",0,0.26626574752868,0.358,0.115,0,"4","NEK6",0.243
"JAK2",0,0.265829757531345,0.357,0.103,0,"4","JAK2",0.254
"SLC31A1",0,0.265822505071281,0.353,0.119,0,"4","SLC31A1",0.234
"CLN8",0,0.265053905658912,0.344,0.118,0,"4","CLN8",0.226
"INPP5D1",0,0.265042053020275,0.544,0.165,0,"4","INPP5D",0.379
"EDEM1",0,0.263807004510665,0.398,0.166,0,"4","EDEM1",0.232
"NCEH1",0,0.262955986143196,0.298,0.063,0,"4","NCEH1",0.235
"TNFAIP82",0,0.26247007839982,0.567,0.247,0,"4","TNFAIP8",0.32
"SRGAP2",0,0.262319472379459,0.419,0.177,0,"4","SRGAP2",0.242
"SLC11A2",0,0.262223659693976,0.367,0.142,0,"4","SLC11A2",0.225
"TGFB11",0,0.262036850605295,0.65,0.31,0,"4","TGFB1",0.34
"SH3TC1",0,0.258218002399762,0.302,0.038,0,"4","SH3TC1",0.264
"RP2",0,0.257086401037498,0.349,0.09,0,"4","RP2",0.259
"ACER3",0,0.254851636904731,0.375,0.124,0,"4","ACER3",0.251
"PECAM1",0,0.254629682187042,0.453,0.11,0,"4","PECAM1",0.343
"MOB1B",0,0.25317990473703,0.392,0.146,0,"4","MOB1B",0.246
"APOE1",8.71817117073194e-308,1.27274356863003,0.652,0.419,1.94711634927127e-303,"4","APOE",0.233
"ABHD12",1.35761312705225e-306,0.274342145322202,0.414,0.188,3.03209315795851e-302,"4","ABHD12",0.226
"TNFRSF14",2.06277271080156e-306,0.27072434410019,0.562,0.282,4.60699657230421e-302,"4","TNFRSF14",0.28
"PFN11",2.52631081139075e-304,0.362576681697194,0.915,0.826,5.6422625661601e-300,"4","PFN1",0.0890000000000001
"CARD161",8.97968815005355e-304,0.280187762628551,0.709,0.42,2.00552355143296e-299,"4","CARD16",0.289
"TMSB4X1",5.15925020650342e-303,0.338800247923144,0.996,0.989,1.15226694112047e-298,"4","TMSB4X",0.00700000000000001
"WARS",1.64257012348877e-298,0.473027249799885,0.43,0.203,3.66851611379982e-294,"4","WARS",0.227
"DRAM2",1.200392460214e-297,0.275146206769679,0.475,0.24,2.68095652064195e-293,"4","DRAM2",0.235
"YBX11",2.35688295821841e-296,0.389625558802832,0.918,0.825,5.26386239888499e-292,"4","YBX1",0.0930000000000001
"GNG51",3.22023964083336e-296,0.369543170414118,0.844,0.69,7.19208321383722e-292,"4","GNG5",0.154
"DAPK11",9.83334422308807e-296,0.2535082294499,0.403,0.175,2.19617909878449e-291,"4","DAPK1",0.228
"OAS1",9.93966870158124e-296,0.268934263801281,0.497,0.237,2.21992560781115e-291,"4","OAS1",0.26
"EPSTI12",5.2573341329267e-295,0.304699454200936,0.637,0.355,1.17417300524785e-290,"4","EPSTI1",0.282
"MT-CO1",1.47700078149494e-291,0.303924270011734,0.973,0.977,3.29873354539079e-287,"4","MT-CO1",-0.004
"SLC2A32",1.9007659214159e-291,0.639713305200305,0.67,0.424,4.24517060889026e-287,"4","SLC2A3",0.246
"CPEB4",6.81648222436037e-290,0.31698230687121,0.493,0.242,1.52239313998865e-285,"4","CPEB4",0.251
"CFLAR1",1.92286700694229e-286,0.357979620525128,0.775,0.519,4.29453117330492e-282,"4","CFLAR",0.256
"GGA1",4.15822471478042e-286,0.27743468072834,0.548,0.291,9.2869790779906e-282,"4","GGA1",0.257
"KDM6B1",1.16213939467117e-284,0.458933595603181,0.557,0.308,2.5955221240586e-280,"4","KDM6B",0.249
"BASP11",8.38741708270497e-284,0.50969520356365,0.511,0.268,1.87324573125133e-279,"4","BASP1",0.243
"ZYX",7.53434808980889e-282,0.296097336346847,0.637,0.383,1.68272130237792e-277,"4","ZYX",0.254
"IFIT2",7.74491065540531e-281,0.579595122835361,0.345,0.14,1.72974834577822e-276,"4","IFIT2",0.205
"CD3021",1.37091780556472e-277,0.30284582644362,0.442,0.212,3.06180782694825e-273,"4","CD302",0.23
"RTN41",1.29743963626885e-270,0.36407307258222,0.823,0.595,2.89770168364285e-266,"4","RTN4",0.228
"COLGALT1",3.32417983236211e-270,0.261132881508982,0.434,0.215,7.42422323759754e-266,"4","COLGALT1",0.219
"PRR131",2.93938621494151e-269,0.280334900240449,0.72,0.477,6.56482517245036e-265,"4","PRR13",0.243
"NFKB1",3.7580619693102e-269,0.334138857560007,0.487,0.254,8.3932556022574e-265,"4","NFKB1",0.233
"MAP2K3",1.55987154023969e-266,0.260471626743521,0.457,0.225,3.48381709797133e-262,"4","MAP2K3",0.232
"RAP1A",8.70506276406322e-266,0.302752912550255,0.687,0.452,1.94418871772588e-261,"4","RAP1A",0.235
"MOB1A",1.75174626093235e-265,0.345259781753147,0.73,0.521,3.91235009916632e-261,"4","MOB1A",0.209
"PARP141",2.90715251809471e-264,0.406315741315751,0.689,0.453,6.49283443391272e-260,"4","PARP14",0.236
"CTNND11",3.41870269615912e-263,0.301752897999349,0.539,0.301,7.63533060160178e-259,"4","CTNND1",0.238
"TMSB10",7.6233933095939e-261,0.329177370561101,0.993,0.981,1.7026086617647e-256,"4","TMSB10",0.012
"SLC4A7",6.26871326080312e-259,0.332730017369766,0.495,0.261,1.40005441966777e-254,"4","SLC4A7",0.234
"ANXA21",1.09662887430721e-258,0.414047865995952,0.825,0.639,2.44921092787772e-254,"4","ANXA2",0.186
"BAZ1A",7.33385962572415e-258,0.265668970389275,0.606,0.351,1.63794420880923e-253,"4","BAZ1A",0.255
"C6orf62",3.59920748150512e-257,0.336592419713789,0.703,0.476,8.03846998919354e-253,"4","C6orf62",0.227
"RAB10",1.6224910674298e-256,0.333641934784453,0.647,0.426,3.62367154999772e-252,"4","RAB10",0.221
"PTTG1IP1",2.65052189050444e-255,0.363571562330354,0.681,0.449,5.91967559025262e-251,"4","PTTG1IP",0.232
"CKLF2",3.1237280520341e-254,0.300855666630598,0.721,0.484,6.97653423141296e-250,"4","CKLF",0.237
"HOMER3",1.64296347033215e-253,0.26374911435764,0.403,0.197,3.66939461463982e-249,"4","HOMER3",0.206
"TRIB11",5.30475665239383e-249,0.296768751794543,0.414,0.196,1.18476435074564e-244,"4","TRIB1",0.218
"HSPA1A",8.46444046187208e-249,0.791990804071723,0.86,0.731,1.89044813275451e-244,"4","HSPA1A",0.129
"ANXA11",9.96139337679828e-249,0.362616908553927,0.852,0.614,2.22477759677413e-244,"4","ANXA1",0.238
"TUBA1B1",4.58984624603273e-248,0.545193537297178,0.84,0.705,1.02509626058895e-243,"4","TUBA1B",0.135
"RAB7A",4.76565583897647e-247,0.333996237406312,0.695,0.488,1.064361575077e-242,"4","RAB7A",0.207
"S100A101",2.07930680517181e-244,0.400353292101302,0.903,0.744,4.64392381867072e-240,"4","S100A10",0.159
"ATP1B3",2.14277406383612e-243,0.412869199810677,0.67,0.44,4.7856715941716e-239,"4","ATP1B3",0.23
"LAMTOR2",2.24875622615252e-243,0.325125597487892,0.632,0.426,5.02237215548905e-239,"4","LAMTOR2",0.206
"IRF2BP21",6.73461516583252e-242,0.308524180210683,0.661,0.426,1.50410895113704e-237,"4","IRF2BP2",0.235
"CD40",6.12970591902062e-238,0.30921499055725,0.348,0.159,1.36900851995407e-233,"4","CD40",0.189
"CTSA",1.53049465975381e-237,0.361471902871566,0.638,0.43,3.41820677309416e-233,"4","CTSA",0.208
"IFRD1",4.69074907231784e-237,0.567802729654691,0.542,0.33,1.04763189781147e-232,"4","IFRD1",0.212
"EIF4EBP1",5.71582568338602e-237,0.313774971958865,0.534,0.315,1.27657250812743e-232,"4","EIF4EBP1",0.219
"ZFP36L11",9.8724347979009e-236,0.58491190182663,0.874,0.786,2.20490958776319e-231,"4","ZFP36L1",0.088
"IFIH1",1.06172452135925e-235,0.250902323734209,0.389,0.179,2.37125554600374e-231,"4","IFIH1",0.21
"ACP2",1.99456368513132e-235,0.257148651524006,0.305,0.134,4.45465853437229e-231,"4","ACP2",0.171
"PCBP1",2.99198230488111e-233,0.3176866559461,0.835,0.692,6.68229327972147e-229,"4","PCBP1",0.143
"MT-CO2",2.24573376879368e-230,0.255441053120363,0.975,0.974,5.01562179922381e-226,"4","MT-CO2",0.001
"DAZAP21",8.02194632308944e-229,0.27123168296895,0.762,0.545,1.79162149179879e-224,"4","DAZAP2",0.217
"CSRNP1",1.26293077282844e-226,0.264461532755747,0.456,0.237,2.82062958803504e-222,"4","CSRNP1",0.219
"TUBA1C1",2.56414817039137e-226,0.445559173731086,0.597,0.375,5.72676852375209e-222,"4","TUBA1C",0.222
"STX4",4.07845577812189e-224,0.27601179377451,0.526,0.304,9.10882313485743e-220,"4","STX4",0.222
"USF2",2.12484937679431e-221,0.267639488708482,0.61,0.393,4.74563859813241e-217,"4","USF2",0.217
"ARPC41",1.28437631398704e-218,0.261488901599619,0.71,0.496,2.86852605965865e-214,"4","ARPC4",0.214
"PTP4A1",3.00403456486157e-218,0.299626153586397,0.581,0.356,6.70921079716182e-214,"4","PTP4A1",0.225
"DBI",3.71698816615949e-218,0.429437126124659,0.798,0.662,8.3015213703006e-214,"4","DBI",0.136
"PRDX11",2.93080419353076e-216,0.629570448520065,0.841,0.715,6.54565808583161e-212,"4","PRDX1",0.126
"GNPDA1",2.16507147982111e-212,0.251098447592858,0.397,0.206,4.83547064303247e-208,"4","GNPDA1",0.191
"ATOX11",3.97653494865504e-211,0.467938585003635,0.68,0.488,8.88119315432617e-207,"4","ATOX1",0.192
"RAB8A",3.80781740710334e-209,0.259488961530463,0.614,0.404,8.50437939702459e-205,"4","RAB8A",0.21
"RAB5C",1.9144207806598e-208,0.299940168680489,0.638,0.445,4.27566737152559e-204,"4","RAB5C",0.193
"G0S2",8.86658347776831e-208,1.39079903066314,0.366,0.196,1.98026275392477e-203,"4","G0S2",0.17
"POMP",3.63567467247661e-207,0.341262060732107,0.822,0.678,8.11991581350925e-203,"4","POMP",0.144
"SH3BGRL",8.08135101322814e-207,0.305323920149701,0.803,0.625,1.80488893529437e-202,"4","SH3BGRL",0.178
"LGALS11",8.87665935091645e-207,0.383603569845024,0.923,0.781,1.98251309943368e-202,"4","LGALS1",0.142
"ZFYVE16",1.41070595054545e-206,0.313063074539987,0.508,0.302,3.15067066994821e-202,"4","ZFYVE16",0.206
"ACP51",1.97851865240677e-205,0.424231738255644,0.353,0.161,4.41882355828528e-201,"4","ACP5",0.192
"UBE2D3",1.94293638379746e-204,0.304105687263105,0.841,0.716,4.33935411957324e-200,"4","UBE2D3",0.125
"LRP11",3.35445365306505e-204,0.254995909289975,0.639,0.374,7.49183678875549e-200,"4","LRP1",0.265
"SDC3",5.56714605069268e-202,0.325322707494289,0.267,0.118,1.2433663989617e-197,"4","SDC3",0.149
"TWF2",6.48732125902197e-202,0.26265830656031,0.573,0.37,1.44887832998997e-197,"4","TWF2",0.203
"PNRC1",1.04560159384399e-201,0.434866665691387,0.865,0.754,2.33524659969117e-197,"4","PNRC1",0.111
"ATP13A3",3.50477383189799e-201,0.336557901311133,0.447,0.25,7.82756187616097e-197,"4","ATP13A3",0.197
"HSPH1",3.79768818324756e-199,0.744198974455407,0.655,0.469,8.4817567884651e-195,"4","HSPH1",0.186
"ID21",3.79972865629503e-199,0.403907323748978,0.759,0.559,8.48631398096931e-195,"4","ID2",0.2
"ZNF331",4.68086041569801e-196,0.487462961109351,0.441,0.246,1.04542336524199e-191,"4","ZNF331",0.195
"CAPZB",3.12323085950091e-194,0.293048589186669,0.806,0.652,6.97542380160933e-190,"4","CAPZB",0.154
"UBC",2.63154649884896e-193,0.373213023781265,0.959,0.94,5.87729595052927e-189,"4","UBC",0.019
"IVNS1ABP1",2.58397340650945e-192,0.250395099008527,0.593,0.362,5.7710462060982e-188,"4","IVNS1ABP",0.231
"LTA4H",3.08080759867059e-192,0.306214463379634,0.461,0.274,6.8806756908709e-188,"4","LTA4H",0.187
"TMEM176A1",3.05344727225104e-188,0.292977114835948,0.443,0.234,6.81956913784548e-184,"4","TMEM176A",0.209
"TGIF1",1.12565039862755e-187,0.250073947483265,0.437,0.243,2.51402760029477e-183,"4","TGIF1",0.194
"PLK3",1.45105011476328e-185,0.304608969007972,0.506,0.303,3.24077532631232e-181,"4","PLK3",0.203
"BHLHE401",2.27526943015653e-184,0.337118635225138,0.516,0.302,5.08158674531159e-180,"4","BHLHE40",0.214
"ACTR31",1.80269745306641e-183,0.261684218097238,0.788,0.624,4.02614449167852e-179,"4","ACTR3",0.164
"CAPZA21",3.32969771286728e-183,0.27397262007639,0.673,0.469,7.43654687191778e-179,"4","CAPZA2",0.204
"PABPC41",1.71979301150133e-182,0.306075415317124,0.641,0.442,3.84098571188708e-178,"4","PABPC4",0.199
"AXL",2.19159262675463e-181,0.256903597187934,0.34,0.172,4.89470297259379e-177,"4","AXL",0.168
"RHOA",4.60779310949005e-179,0.32622180505711,0.851,0.763,1.02910451307351e-174,"4","RHOA",0.088
"NOP10",8.59373328654172e-178,0.30867211814334,0.765,0.609,1.91932439221623e-173,"4","NOP10",0.156
"CCNL1",5.4930430975456e-175,0.45998526927289,0.847,0.714,1.22681624540583e-170,"4","CCNL1",0.133
"BTG2",9.39880235427377e-173,0.438929400095097,0.773,0.597,2.0991285178035e-168,"4","BTG2",0.176
"PIM3",1.19332631187095e-172,0.311013551035014,0.508,0.309,2.66517498493259e-168,"4","PIM3",0.199
"TKT",5.82477330577725e-171,0.406020707553952,0.717,0.536,1.30090487011229e-166,"4","TKT",0.181
"VPS29",4.57953832346977e-170,0.269350799791527,0.66,0.49,1.02279408916374e-165,"4","VPS29",0.17
"PGK11",1.6042146740474e-167,0.328966082216819,0.752,0.6,3.58285305301746e-163,"4","PGK1",0.152
"ENO11",4.13811908441398e-167,0.328889636742979,0.848,0.734,9.24207516313019e-163,"4","ENO1",0.114
"TALDO1",7.75316422787056e-167,0.315959381956807,0.689,0.527,1.73159169865261e-162,"4","TALDO1",0.162
"SERP1",6.51882437641807e-165,0.303062444843516,0.839,0.707,1.45591423622921e-160,"4","SERP1",0.132
"NRP21",1.17841517432868e-162,0.380278269534954,0.482,0.294,2.63187245034567e-158,"4","NRP2",0.188
"ATP2B1",8.28500960471723e-162,0.337245046290801,0.562,0.365,1.85037404511755e-157,"4","ATP2B1",0.197
"LAMP2",3.82786875895127e-161,0.260356322595689,0.639,0.453,8.54916208624178e-157,"4","LAMP2",0.186
"GDI2",2.2021080762699e-160,0.289641453342208,0.708,0.546,4.91818817754119e-156,"4","GDI2",0.162
"NEU1",1.41267701034316e-155,0.315596159044027,0.522,0.337,3.15507283490042e-151,"4","NEU1",0.185
"ERO1A1",6.77165992428167e-154,0.290167051651329,0.44,0.261,1.51238252748907e-149,"4","ERO1A",0.179
"AKR1B1",8.77004386002904e-154,0.257544635201695,0.457,0.287,1.95870159569889e-149,"4","AKR1B1",0.17
"PLEKHG2",1.15519525967755e-153,0.297587689061205,0.306,0.156,2.58001309296384e-149,"4","PLEKHG2",0.15
"PABPC1",3.39088829410441e-153,0.296292269872757,0.913,0.848,7.57320991605278e-149,"4","PABPC1",0.0650000000000001
"KLF101",4.64048577588099e-151,0.274078456766766,0.536,0.34,1.03640609318526e-146,"4","KLF10",0.196
"LGALS32",2.66664781791664e-149,0.392169103493361,0.798,0.592,5.95569123653502e-145,"4","LGALS3",0.206
"ATP6AP2",1.97367199107464e-148,0.270965036748885,0.711,0.541,4.40799902486611e-144,"4","ATP6AP2",0.17
"SCD1",4.21629450480583e-146,0.298733787758147,0.329,0.172,9.41667214703333e-142,"4","SCD",0.157
"FAM46A1",6.3786675024509e-145,0.2821394499002,0.417,0.238,1.42461159999739e-140,"4","FAM46A",0.179
"GAPDH1",1.34607738098753e-143,0.308296629335397,0.967,0.929,3.00632922269755e-139,"4","GAPDH",0.0379999999999999
"ABL2",2.60777094295877e-139,0.267702110460174,0.312,0.167,5.82419562400411e-135,"4","ABL2",0.145
"FOSL2",1.00392136182519e-138,0.33842862998231,0.559,0.378,2.24215796950038e-134,"4","FOSL2",0.181
"MX11",1.29579271905968e-135,0.25725843120065,0.611,0.425,2.89402345874789e-131,"4","MX1",0.186
"COMT",2.99761320845936e-135,0.253963291640427,0.664,0.495,6.69486933977314e-131,"4","COMT",0.169
"HNRNPU",4.89694828618849e-135,0.459727048061121,0.884,0.798,1.09368443023734e-130,"4","HNRNPU",0.086
"NRP1",2.88553550621199e-133,0.272835471879042,0.418,0.252,6.44455499957386e-129,"4","NRP1",0.166
"PSME21",7.3261780742785e-130,0.367759135096232,0.761,0.644,1.63622861110936e-125,"4","PSME2",0.117
"PLD31",1.57771336048028e-120,0.453249014056274,0.574,0.443,3.52366501929665e-116,"4","PLD3",0.131
"MAFF1",9.10452910755122e-117,0.266267123366901,0.432,0.273,2.03340553088049e-112,"4","MAFF",0.159
"RGCC1",1.69891162087844e-113,0.422776032063974,0.434,0.268,3.79434921406991e-109,"4","RGCC",0.166
"IFIT31",2.63756337757276e-112,0.356936644401583,0.405,0.255,5.89073404747099e-108,"4","IFIT3",0.15
"HSP90AA11",9.31459494864145e-108,0.445411125071705,0.955,0.953,2.08032163582958e-103,"4","HSP90AA1",0.002
"GBP1",1.11395246455698e-107,0.534800672343711,0.535,0.387,2.48790143434155e-103,"4","GBP1",0.148
"ITM2B1",2.04972017230265e-103,0.306564017239818,0.928,0.867,4.57784503282074e-99,"4","ITM2B",0.0610000000000001
"RHOB1",1.47331877658698e-101,0.350384814475543,0.647,0.487,3.29051015562936e-97,"4","RHOB",0.16
"ARL5B",6.77653005263518e-99,0.327125363732487,0.365,0.238,1.51347022195554e-94,"4","ARL5B",0.127
"SCARB21",5.21650707066054e-97,0.257711219028372,0.581,0.44,1.16505468916132e-92,"4","SCARB2",0.141
"ALDOA1",2.35243103300001e-95,0.250790983069266,0.886,0.809,5.25391946910222e-91,"4","ALDOA",0.077
"FOSB",3.97948429261327e-95,0.348214147528939,0.855,0.745,8.88778021912247e-91,"4","FOSB",0.11
"BNIP3L1",1.06732140235587e-93,0.268689700343203,0.656,0.488,2.3837556200216e-89,"4","BNIP3L",0.168
"NR4A11",3.07161623248053e-93,0.272646253339668,0.658,0.476,6.86014769362201e-89,"4","NR4A1",0.182
"HSPA1B2",4.89754228090974e-92,0.426771653902706,0.694,0.617,1.09381709301838e-87,"4","HSPA1B",0.077
"RNASE1",2.68983469953426e-89,0.829974777868331,0.437,0.318,6.00747681793981e-85,"4","RNASE1",0.119
"SQSTM11",9.75608385138501e-84,0.257231466679022,0.734,0.602,2.17892376736833e-79,"4","SQSTM1",0.132
"TRA2B",1.89995461660813e-78,0.395561810485191,0.746,0.658,4.24335864073259e-74,"4","TRA2B",0.088
"PLTP1",2.80078889230702e-72,0.396497877552174,0.427,0.32,6.25528191207851e-68,"4","PLTP",0.107
"FNDC3B1",1.28290260111343e-68,0.258842085684036,0.537,0.423,2.86523466932674e-64,"4","FNDC3B",0.114
"RALA",2.63052684196e-68,0.32100280289308,0.491,0.377,5.87501864883345e-64,"4","RALA",0.114
"ZFAND2A",2.47777451140135e-67,0.283538317411862,0.264,0.165,5.53386159376377e-63,"4","ZFAND2A",0.099
"ISG151",5.6949795374427e-64,0.341627276137895,0.755,0.631,1.27191672989245e-59,"4","ISG15",0.124
"RGS16",7.56752002701472e-60,0.397947921061779,0.264,0.171,1.69012992283347e-55,"4","RGS16",0.093
"SLC25A371",8.14456605209889e-50,0.338747922592726,0.467,0.364,1.81900738207577e-45,"4","SLC25A37",0.103
"VAMP5",3.98376883723342e-46,0.250339588395675,0.538,0.444,8.89734932107712e-42,"4","VAMP5",0.094
"IFIT11",4.26037399231466e-43,0.258866791394957,0.356,0.262,9.51511927443556e-39,"4","IFIT1",0.094
"DNAJB12",7.65465262302183e-35,0.324195543678744,0.7,0.64,1.70959011682569e-30,"4","DNAJB1",0.0599999999999999
"NUPR12",6.27632560507542e-15,0.539959276213158,0.355,0.444,1.40175456063754e-10,"4","NUPR1",-0.089
"BAG3",3.38669102866502e-14,0.341101531483704,0.259,0.219,7.56383574342046e-10,"4","BAG3",0.04
"GSTA1",0,2.40507057910621,0.392,0.067,0,"5","GSTA1",0.325
"HSD3B2",0,2.2397891321062,0.33,0.035,0,"5","HSD3B2",0.295
"STAR1",0,1.90274238801744,0.85,0.214,0,"5","STAR",0.636
"S100A132",0,1.59999777554383,0.792,0.432,0,"5","S100A13",0.36
"CYP11A1",0,1.52252518611903,0.481,0.08,0,"5","CYP11A1",0.401
"DHCR241",0,1.49223422294593,0.433,0.167,0,"5","DHCR24",0.266
"SCARB1",0,1.44745322738668,0.425,0.147,0,"5","SCARB1",0.278
"IGFBP51",0,1.30495709272519,0.708,0.318,0,"5","IGFBP5",0.39
"RBP11",0,1.30421418896406,0.961,0.415,0,"5","RBP1",0.546
"CYB5A1",0,1.18062525600884,0.913,0.419,0,"5","CYB5A",0.494
"RDX",0,1.17731434721061,0.768,0.469,0,"5","RDX",0.299
"MEG31",0,1.16162256755639,0.846,0.326,0,"5","MEG3",0.52
"PEG31",0,1.05576871993013,0.899,0.277,0,"5","PEG3",0.622
"S100A161",0,0.993181017503194,0.622,0.335,0,"5","S100A16",0.287
"APOA11",0,0.990263182276462,0.426,0.14,0,"5","APOA1",0.286
"DIRAS31",0,0.869424248601393,0.449,0.116,0,"5","DIRAS3",0.333
"EPHX11",0,0.824493548137198,0.842,0.323,0,"5","EPHX1",0.519
"TCAF11",0,0.820197579197849,0.652,0.311,0,"5","TCAF1",0.341
"NR2F21",0,0.808032100488876,0.899,0.387,0,"5","NR2F2",0.512
"INHA",0,0.800337638778591,0.469,0.062,0,"5","INHA",0.407
"FHL21",0,0.776852768644426,0.903,0.343,0,"5","FHL2",0.56
"PGRMC12",0,0.775679111302534,0.753,0.406,0,"5","PGRMC1",0.347
"RPL231",0,0.765871661798808,0.988,0.901,0,"5","RPL23",0.087
"EGR11",0,0.759474164225343,0.926,0.527,0,"5","EGR1",0.399
"RPS261",0,0.759247155845701,0.972,0.847,0,"5","RPS26",0.125
"ST131",0,0.751579701242177,0.959,0.655,0,"5","ST13",0.304
"HSPB61",0,0.747618310052719,0.613,0.165,0,"5","HSPB6",0.448
"RHOBTB31",0,0.741180328297362,0.861,0.35,0,"5","RHOBTB3",0.511
"CTNNAL11",0,0.729564100457655,0.708,0.296,0,"5","CTNNAL1",0.412
"GSTA4",0,0.724567596865184,0.48,0.172,0,"5","GSTA4",0.308
"DCN1",0,0.713097580807175,0.869,0.359,0,"5","DCN",0.51
"RPS81",0,0.706732632789251,0.994,0.957,0,"5","RPS8",0.037
"SELENOP2",0,0.701025176579106,0.917,0.385,0,"5","SELENOP",0.532
"GRAMD1B",0,0.700968020370291,0.333,0.085,0,"5","GRAMD1B",0.248
"IL6ST1",0,0.69530802002486,0.728,0.419,0,"5","IL6ST",0.309
"CDKN1C",0,0.684129280241331,0.643,0.253,0,"5","CDKN1C",0.39
"FDXR",0,0.679894351836867,0.434,0.149,0,"5","FDXR",0.285
