"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene","pct.diff"
"SON1",5.21992102641667e-105,0.335168372584039,0.751,0.857,1.1658171620399e-100,"2","SON",-0.106
"IKZF31",1.13387977900671e-103,0.405048344480205,0.327,0.22,2.53240709843358e-99,"2","IKZF3",0.107
"SAMSN11",1.46767431839335e-99,0.376171084281721,0.323,0.229,3.27790382269972e-95,"2","SAMSN1",0.094
"JUN",2.99551216968326e-98,0.407181722269381,0.827,0.886,6.69017687977059e-94,"2","JUN",-0.0590000000000001
"HLA-B1",1.23974157378884e-93,0.265337945499392,0.88,0.947,2.7688388309e-89,"2","HLA-B",-0.0669999999999999
"HLA-F1",5.10095628675576e-93,0.414168802305081,0.53,0.523,1.13924757708403e-88,"2","HLA-F",0.00700000000000001
"APBB1IP1",8.75679349910559e-93,0.328898862432343,0.321,0.231,1.95574226009024e-88,"2","APBB1IP",0.09
"BCL21",3.05471758181405e-92,0.473278090937625,0.322,0.252,6.82240624722351e-88,"2","BCL2",0.07
"TNFAIP31",7.96038209072232e-92,0.581036654203025,0.494,0.457,1.77787173614192e-87,"2","TNFAIP3",0.037
"HLA-C1",3.0015904261818e-91,0.260236301219336,0.866,0.941,6.70375205783443e-87,"2","HLA-C",-0.075
"TNFRSF1B1",7.46726121839951e-89,0.530980754409454,0.332,0.262,1.66773812051735e-84,"2","TNFRSF1B",0.07
"ARHGAP301",1.35079131740335e-87,0.385993375611444,0.295,0.211,3.01685732828865e-83,"2","ARHGAP30",0.084
"IL10RA1",5.10308978964968e-85,0.384252044615656,0.282,0.203,1.13972407362036e-80,"2","IL10RA",0.079
"ITGA41",4.76618172562678e-84,0.42547710011557,0.271,0.197,1.06447902660149e-79,"2","ITGA4",0.074
"DDX241",2.31856389822996e-80,0.394664949292058,0.641,0.742,5.1782806103068e-76,"2","DDX24",-0.101
"NOP53",2.33299084281395e-79,0.29601572087184,0.674,0.793,5.21050174834069e-75,"2","NOP53",-0.119
"DOK21",6.84164689758576e-79,0.28133209400117,0.282,0.198,1.5280134181068e-74,"2","DOK2",0.084
"TNFAIP81",1.63518974883336e-74,0.417855434761731,0.325,0.268,3.65203278504443e-70,"2","TNFAIP8",0.057
"LSP11",1.34208605427266e-72,0.301220853254203,0.421,0.335,2.99741499361255e-68,"2","LSP1",0.086
"LCP21",6.01534005316873e-72,0.308156461283695,0.319,0.24,1.3434660474747e-67,"2","LCP2",0.079
"AKNA1",2.02601678031513e-71,0.425554038836851,0.343,0.279,4.5249058771558e-67,"2","AKNA",0.064
"TXNIP1",7.88250945917976e-71,0.270946378845821,0.719,0.761,1.76047966261321e-66,"2","TXNIP",-0.042
"NABP1",1.2097070629884e-69,0.467949149105882,0.318,0.265,2.70175975447829e-65,"2","NABP1",0.053
"ARHGAP451",1.31352761183118e-68,0.374050123361458,0.257,0.191,2.93363256826377e-64,"2","ARHGAP45",0.066
"ICAM31",7.62470360139055e-68,0.3842995034656,0.354,0.306,1.70290130233456e-63,"2","ICAM3",0.048
"DOCK81",1.6347255629594e-66,0.389856833604642,0.341,0.275,3.65099607231353e-62,"2","DOCK8",0.066
"MBNL11",3.50609014289506e-65,0.4681052495244,0.578,0.649,7.83050172514182e-61,"2","MBNL1",-0.0710000000000001
"TRIM221",1.81382675097138e-60,0.517556992668686,0.437,0.436,4.05100066561947e-56,"2","TRIM22",0.001
"HCLS11",1.25467297485904e-59,0.317539466351368,0.347,0.286,2.80218662205017e-55,"2","HCLS1",0.061
"RHOF1",2.80497569431509e-58,0.327110977868312,0.251,0.193,6.26463271568333e-54,"2","RHOF",0.058
"BIN21",1.01314665387321e-56,0.250629376496437,0.255,0.189,2.26276173676042e-52,"2","BIN2",0.066
"SH3BGRL31",2.26521112459984e-56,0.286947879297426,0.716,0.824,5.05912252568128e-52,"2","SH3BGRL3",-0.108
"RPS26",7.47230500656952e-56,0.316713071092877,0.744,0.879,1.66886460016724e-51,"2","RPS26",-0.135
"PNISR1",2.72158647581519e-55,0.310501716610666,0.714,0.824,6.07839123508565e-51,"2","PNISR",-0.11
"PBXIP1",4.02999420139601e-54,0.457923871546112,0.348,0.335,9.00058904939784e-50,"2","PBXIP1",0.013
"XIST",1.12433179200959e-50,0.377967720169833,0.776,0.852,2.51108262427421e-46,"2","XIST",-0.076
"SAMD91",9.92494806034554e-50,0.546591061409316,0.389,0.376,2.21663789979757e-45,"2","SAMD9",0.013
"PTPN221",1.7521169702339e-47,0.332680888284095,0.262,0.201,3.9131780413204e-43,"2","PTPN22",0.061
"RSRP11",7.77096243952269e-47,0.386061479454494,0.61,0.707,1.735566751243e-42,"2","RSRP1",-0.097
"MPHOSPH81",1.18308918613289e-46,0.4021657641602,0.566,0.665,2.6423113883092e-42,"2","MPHOSPH8",-0.0990000000000001
"IFI44L1",1.35241133305258e-45,0.639735175492648,0.399,0.389,3.02047547123962e-41,"2","IFI44L",0.01
"SOCS11",1.79951239116985e-44,0.407067725273656,0.299,0.262,4.01903097443875e-40,"2","SOCS1",0.037
"TUBA4A1",1.07887344588202e-42,0.273750970646707,0.277,0.226,2.40955595403291e-38,"2","TUBA4A",0.051
"CDC42SE21",5.54668145020021e-42,0.425566489254041,0.393,0.4,1.23879583508771e-37,"2","CDC42SE2",-0.00700000000000001
"ZFP36L21",6.69005627711685e-42,0.365443605187401,0.718,0.808,1.49415716893128e-37,"2","ZFP36L2",-0.0900000000000001
"FUS1",8.63280504891401e-41,0.260493171039286,0.719,0.83,1.92805067962445e-36,"2","FUS",-0.111
"CRIP11",3.46859901896474e-39,0.284335543372939,0.349,0.302,7.74676904895584e-35,"2","CRIP1",0.047
"CDKN1B1",4.78739143632154e-39,0.36374867361756,0.344,0.327,1.06921600338805e-34,"2","CDKN1B",0.017
"RUNX31",1.21369086834645e-38,0.268596980030191,0.309,0.251,2.71065718536495e-34,"2","RUNX3",0.058
"SARAF",1.80170105820937e-38,0.296240626376434,0.646,0.779,4.02391914340481e-34,"2","SARAF",-0.133
"TTC39C1",2.03030863039418e-38,0.366304444162189,0.257,0.224,4.53449129512237e-34,"2","TTC39C",0.033
"TMC61",4.15393158902045e-38,0.382233894105904,0.269,0.233,9.27739081091827e-34,"2","TMC6",0.036
"CCND21",9.35602141535106e-37,0.34595902290679,0.345,0.318,2.08957382290451e-32,"2","CCND2",0.027
"PSMB91",2.09135513912566e-36,0.302381174232039,0.538,0.586,4.67083256772326e-32,"2","PSMB9",-0.0479999999999999
"OCIAD21",1.16221244761011e-35,0.375617907460145,0.347,0.345,2.59568528049242e-31,"2","OCIAD2",0.002
"SLFN51",3.79930660831958e-35,0.434950791437576,0.428,0.444,8.48537137902094e-31,"2","SLFN5",-0.016
"FAM107B1",3.45401041129098e-34,0.346691791577872,0.357,0.347,7.71418685257727e-30,"2","FAM107B",0.01
"FYN1",1.75995216203172e-33,0.377116326697636,0.401,0.407,3.93067715868165e-29,"2","FYN",-0.00599999999999995
"PARP14",7.65705488563698e-33,0.267596177282159,0.34,0.503,1.71012663815816e-28,"2","PARP14",-0.163
"XAF11",3.03268627540924e-32,0.573071509718574,0.515,0.572,6.773201527499e-28,"2","XAF1",-0.0569999999999999
"PPP2R5C1",3.43399502104307e-32,0.458657419441298,0.459,0.515,7.6694844799976e-28,"2","PPP2R5C",-0.056
"WIPF11",1.9811559462355e-31,0.356846784938319,0.384,0.377,4.42471369032237e-27,"2","WIPF1",0.00700000000000001
"FAM118A1",5.27069808891829e-28,0.441065769746473,0.264,0.241,1.17715771117901e-23,"2","FAM118A",0.023
"AES1",1.32171686419506e-27,0.271919981451456,0.61,0.742,2.95192244449325e-23,"2","AES",-0.132
"SMCHD11",1.38643626365456e-27,0.485855787633182,0.451,0.512,3.0964667512461e-23,"2","SMCHD1",-0.061
"HEXIM1",1.44382553546925e-27,0.263418845020228,0.194,0.289,3.22463995091701e-23,"2","HEXIM1",-0.095
"ARHGEF11",1.38824056428656e-25,0.423968089320001,0.33,0.331,3.1004964762776e-21,"2","ARHGEF1",-0.001
"DUSP21",9.54824034879067e-25,0.261338710386138,0.346,0.311,2.13250399949891e-20,"2","DUSP2",0.035
"EML41",1.91417489372227e-24,0.501957748926296,0.391,0.44,4.27511820763933e-20,"2","EML4",-0.049
"SP1001",5.43883475313504e-23,0.410616174096605,0.501,0.599,1.21470935376518e-18,"2","SP100",-0.098
"FNBP11",1.02705516578318e-22,0.390891618683719,0.425,0.47,2.29382500726015e-18,"2","FNBP1",-0.045
"NKTR1",2.70885746407205e-22,0.464422073237808,0.538,0.65,6.04996226025852e-18,"2","NKTR",-0.112
"CYLD1",1.5692389600222e-21,0.391343335759271,0.354,0.372,3.50473829331359e-17,"2","CYLD",-0.018
"SMG11",3.25568384242361e-20,0.293479363992235,0.302,0.444,7.2712442936689e-16,"2","SMG1",-0.142
"NSD3",3.49151902415234e-20,0.373153072687071,0.491,0.598,7.79795858854184e-16,"2","NSD3",-0.107
"GOLGA8B",1.2171219503842e-19,0.458147392840426,0.293,0.293,2.71832016398807e-15,"2","GOLGA8B",0
"DNAJB11",4.66971879855367e-19,0.455332012072293,0.575,0.66,1.04293499646898e-14,"2","DNAJB1",-0.0850000000000001
"CASP81",7.44338654751533e-19,0.368615092181488,0.256,0.245,1.66240595152207e-14,"2","CASP8",0.011
"SAMD9L1",7.85190787287166e-18,0.539035172323871,0.349,0.363,1.75364510432716e-13,"2","SAMD9L",-0.014
"SP1101",2.68037554844415e-17,0.361062631537219,0.388,0.42,5.98635074989517e-13,"2","SP110",-0.032
"ARGLU11",2.52681424222546e-16,0.312796138633857,0.612,0.744,5.64338692858635e-12,"2","ARGLU1",-0.132
"SYNRG1",4.25208202676617e-16,0.379233067039425,0.341,0.358,9.49659999857956e-12,"2","SYNRG",-0.017
"IDS1",1.29019115264007e-15,0.384595010455313,0.454,0.537,2.88151292030632e-11,"2","IDS",-0.083
"C19orf661",3.24660572481834e-15,0.283506892255504,0.29,0.413,7.25096922580927e-11,"2","C19orf66",-0.123
"USP151",7.1293103082042e-15,0.436531870184108,0.391,0.443,1.59226016423433e-10,"2","USP15",-0.052
"MACF11",9.5846425042717e-15,0.255991925841657,0.509,0.699,2.14063405690404e-10,"2","MACF1",-0.19
"PRRC2C1",1.03350598714346e-14,0.301390890465524,0.637,0.785,2.30823227168621e-10,"2","PRRC2C",-0.148
"PARP10",1.24069213479211e-14,0.263241441872098,0.185,0.259,2.77096181384471e-10,"2","PARP10",-0.074
"GALM",9.24288896048987e-14,0.322551680713638,0.252,0.248,2.06430682043581e-09,"2","GALM",0.004
"CREM",1.54267463641237e-13,0.277998105131493,0.252,0.354,3.44540953296338e-09,"2","CREM",-0.102
"LEPROTL11",1.93961126407973e-13,0.386001987492431,0.391,0.456,4.33192779719567e-09,"2","LEPROTL1",-0.065
"PAG11",2.20376326223283e-13,0.382966208816027,0.269,0.273,4.9218848698708e-09,"2","PAG1",-0.004
"CELF21",9.16090128852557e-13,0.293316032114764,0.457,0.51,2.0459956937793e-08,"2","CELF2",-0.053
"UCP21",9.71947691756036e-13,0.252570200963755,0.316,0.307,2.17074797476793e-08,"2","UCP2",0.00900000000000001
"ANKRD11",1.04087253319372e-12,0.251583905946311,0.452,0.64,2.32468471563485e-08,"2","ANKRD11",-0.188
"LPIN11",1.15887802827888e-12,0.259816991567496,0.229,0.314,2.58823818835804e-08,"2","LPIN1",-0.085
"DDX171",2.19472092218186e-12,0.255954102317907,0.691,0.833,4.90168970760096e-08,"2","DDX17",-0.142
"ODF2L1",5.4703626472533e-12,0.436841640064334,0.371,0.427,1.22175079363755e-07,"2","ODF2L",-0.056
"XRN11",5.54036528600542e-12,0.258495214644618,0.281,0.388,1.23738518297645e-07,"2","XRN1",-0.107
"YME1L1",7.58345828029477e-12,0.299086468999789,0.39,0.559,1.69368957232103e-07,"2","YME1L1",-0.169
"TLE4",1.12252153919426e-11,0.289165251295202,0.289,0.397,2.50703960563645e-07,"2","TLE4",-0.108
"INTS6",1.18165326100092e-11,0.268227880102315,0.295,0.409,2.63910439311944e-07,"2","INTS6",-0.114
"SF1",1.19320953380017e-11,0.275063679670585,0.595,0.737,2.6649141727893e-07,"2","SF1",-0.142
"CHD2",1.21167832266787e-11,0.279068548525472,0.325,0.457,2.70616236584642e-07,"2","CHD2",-0.132
"TRIM38",1.42358333751003e-10,0.25569215214289,0.263,0.36,3.1794310259949e-06,"2","TRIM38",-0.097
"AMD1",3.44654614413894e-10,0.270503438336595,0.36,0.5,7.6975161583199e-06,"2","AMD1",-0.14
"VPS13C1",4.92654530662645e-10,0.289774580387447,0.357,0.499,1.10029462878195e-05,"2","VPS13C",-0.142
"TTC141",7.60481719437959e-10,0.295227786041759,0.341,0.479,1.69845987219274e-05,"2","TTC14",-0.138
"MYO1F1",1.21535960389467e-09,0.274722034969581,0.252,0.24,2.71438413933835e-05,"2","MYO1F",0.012
"SMAP2",2.14351437739146e-09,0.27884651590317,0.255,0.261,4.78732501046609e-05,"2","SMAP2",-0.00600000000000001
"RAB11FIP11",3.35660227120406e-09,0.277831762749231,0.263,0.262,7.49663551250715e-05,"2","RAB11FIP1",0.001
"PCSK71",9.03406189891101e-09,0.441541973588364,0.394,0.465,0.000201766738450278,"2","PCSK7",-0.071
"ASH1L",1.73981833941227e-08,0.281829841064139,0.391,0.549,0.000388571027924336,"2","ASH1L",-0.158
"AHNAK",4.64703268726691e-08,0.256446949531759,0.564,0.648,0.00103786828037419,"2","AHNAK",-0.0840000000000001
"GCC21",6.0205444296533e-08,0.362877605000187,0.492,0.615,0.00134462839291877,"2","GCC2",-0.123
"ZNF292",7.42514711319936e-08,0.290040332349387,0.37,0.515,0.00165833235626195,"2","ZNF292",-0.145
"DDX3X1",1.39849298792308e-07,0.279401885214417,0.614,0.769,0.0031233942392274,"2","DDX3X",-0.155
"OGT1",1.4514289132308e-07,0.351926978359768,0.318,0.438,0.00324162133480967,"2","OGT",-0.12
"ARL6IP51",1.68631873926406e-07,0.287253398547833,0.545,0.696,0.00376622427227234,"2","ARL6IP5",-0.151
"KMT2E1",2.76936743107852e-07,0.296237399210761,0.523,0.66,0.00618510522057076,"2","KMT2E",-0.137
"CCDC66",4.83617180046963e-07,0.250959605300178,0.253,0.341,0.0108011060991689,"2","CCDC66",-0.088
"CSK1",7.42158044914467e-07,0.309142889879946,0.286,0.306,0.0165753577751197,"2","CSK",-0.02
"STK17A1",7.47298707924827e-07,0.291173361010793,0.405,0.459,0.0166901693427931,"2","STK17A",-0.054
"WFDC2",0,3.02199769353581,0.755,0.188,0,"3","WFDC2",0.567
"SLPI",0,2.59561832353751,0.641,0.094,0,"3","SLPI",0.547
"KRT18",0,2.19227880797697,0.731,0.181,0,"3","KRT18",0.55
"CLDN3",0,1.99276052599067,0.615,0.063,0,"3","CLDN3",0.552
"KRT8",0,1.89283088314328,0.701,0.127,0,"3","KRT8",0.574
"MMP7",0,1.76781605671901,0.378,0.033,0,"3","MMP7",0.345
"EPCAM",0,1.73786331752732,0.617,0.071,0,"3","EPCAM",0.546
"CLDN4",0,1.73206316874031,0.57,0.073,0,"3","CLDN4",0.497
"CD24",0,1.7175641798104,0.587,0.066,0,"3","CD24",0.521
"KRT7",0,1.62055758961012,0.595,0.047,0,"3","KRT7",0.548
"ELF3",0,1.59203228972187,0.567,0.053,0,"3","ELF3",0.514
"KRT191",0,1.53389396941868,0.705,0.254,0,"3","KRT19",0.451
"SCGB2A1",0,1.53091125742885,0.328,0.021,0,"3","SCGB2A1",0.307
"MUC1",0,1.50152890254445,0.545,0.1,0,"3","MUC1",0.445
"SPINT2",0,1.48052355613449,0.692,0.265,0,"3","SPINT2",0.427
"CRYAB",0,1.45216441344572,0.497,0.183,0,"3","CRYAB",0.314
"S100A1",0,1.40346061150996,0.463,0.035,0,"3","S100A1",0.428
"CD9",0,1.34328026833021,0.667,0.27,0,"3","CD9",0.397
"MAL2",0,1.32518524294588,0.585,0.032,0,"3","MAL2",0.553
"LCN2",0,1.30938839249282,0.393,0.027,0,"3","LCN2",0.366
"TACSTD2",0,1.30263106699959,0.476,0.072,0,"3","TACSTD2",0.404
"CLU",0,1.2618668954025,0.641,0.328,0,"3","CLU",0.313
"DAPL1",0,1.22969554895071,0.348,0.047,0,"3","DAPL1",0.301
"CLDN7",0,1.20186932655312,0.524,0.05,0,"3","CLDN7",0.474
"IGFBP21",0,1.16364284972287,0.75,0.427,0,"3","IGFBP2",0.323
"BNIP3",0,1.14866830212285,0.666,0.33,0,"3","BNIP3",0.336
"HSPB1",0,1.13861198594224,0.874,0.65,0,"3","HSPB1",0.224
"FTH1",0,1.11227805257218,0.983,0.963,0,"3","FTH1",0.02
"HILPDA",0,1.10877336333592,0.449,0.136,0,"3","HILPDA",0.313
"DEFB1",0,1.10502403633846,0.347,0.028,0,"3","DEFB1",0.319
"MT1G",0,1.10491068471941,0.302,0.075,0,"3","MT1G",0.227
"CRABP2",0,1.10477497018574,0.532,0.112,0,"3","CRABP2",0.42
"IFI27",0,1.09675692740553,0.859,0.528,0,"3","IFI27",0.331
"GSTP11",0,1.07304590203142,0.897,0.765,0,"3","GSTP1",0.132
"DSP",0,1.01942523704683,0.527,0.056,0,"3","DSP",0.471
"BCAM",0,1.01143512251104,0.526,0.133,0,"3","BCAM",0.393
"GAPDH",0,0.991789184238758,0.952,0.93,0,"3","GAPDH",0.0219999999999999
"NDRG1",0,0.988663758089867,0.605,0.35,0,"3","NDRG1",0.255
"VEGFA",0,0.988575619155461,0.548,0.188,0,"3","VEGFA",0.36
"CP",0,0.983320004053139,0.403,0.025,0,"3","CP",0.378
"LAPTM4B",0,0.976122340057795,0.632,0.322,0,"3","LAPTM4B",0.31
"TNFAIP2",0,0.94720978872084,0.435,0.146,0,"3","TNFAIP2",0.289
"PPDPF",0,0.937686909420123,0.841,0.761,0,"3","PPDPF",0.08
"SLC2A1",0,0.934968650460628,0.478,0.101,0,"3","SLC2A1",0.377
"TPI1",0,0.926150410943331,0.846,0.715,0,"3","TPI1",0.131
"PERP",0,0.905901046348864,0.556,0.097,0,"3","PERP",0.459
"SDC4",0,0.904643583741111,0.519,0.123,0,"3","SDC4",0.396
"GNAS",0,0.899322549942119,0.924,0.895,0,"3","GNAS",0.029
"CHI3L1",0,0.896883176349688,0.344,0.034,0,"3","CHI3L1",0.31
"C1orf186",0,0.895018976934618,0.374,0.031,0,"3","C1orf186",0.343
"ALDOA",0,0.891937493231194,0.899,0.808,0,"3","ALDOA",0.091
"MSLN",0,0.891290802402903,0.389,0.033,0,"3","MSLN",0.356
"ENO1",0,0.888155406085259,0.84,0.735,0,"3","ENO1",0.105
"PPP1R14B",0,0.880495690068769,0.743,0.503,0,"3","PPP1R14B",0.24
"C2orf88",0,0.873207319871315,0.317,0.032,0,"3","C2orf88",0.285
"C19orf33",0,0.863274244085352,0.475,0.032,0,"3","C19orf33",0.443
"SLC34A2",0,0.863021911183902,0.34,0.032,0,"3","SLC34A2",0.308
"S100A6",0,0.854972693027018,0.937,0.911,0,"3","S100A6",0.026
"KLK7",0,0.842333394516722,0.345,0.021,0,"3","KLK7",0.324
"FOLR1",0,0.840842836929062,0.42,0.02,0,"3","FOLR1",0.4
"SOX41",0,0.770500312966718,0.676,0.416,0,"3","SOX4",0.26
"MIF",0,0.758300873255517,0.783,0.59,0,"3","MIF",0.193
"PDZK1IP1",0,0.754509719171157,0.339,0.017,0,"3","PDZK1IP1",0.322
"MUC16",0,0.751862978237731,0.334,0.021,0,"3","MUC16",0.313
"LY6E",0,0.74690051548062,0.845,0.75,0,"3","LY6E",0.095
"TNNT1",0,0.741869287892881,0.43,0.021,0,"3","TNNT1",0.409
"S100A14",0,0.724958632132588,0.387,0.026,0,"3","S100A14",0.361
"RND31",0,0.721803295536984,0.483,0.199,0,"3","RND3",0.284
"NDUFC2",0,0.713108446703086,0.776,0.662,0,"3","NDUFC2",0.114
"PCBD1",0,0.71282716191307,0.648,0.353,0,"3","PCBD1",0.295
"BCAT1",0,0.709339980793208,0.495,0.239,0,"3","BCAT1",0.256
"SLC39A4",0,0.706758692717793,0.514,0.158,0,"3","SLC39A4",0.356
"ITGB8",0,0.702611429685381,0.402,0.065,0,"3","ITGB8",0.337
"ANXA3",0,0.701116079225582,0.412,0.044,0,"3","ANXA3",0.368
"PPA1",0,0.695761323878267,0.727,0.535,0,"3","PPA1",0.192
"RPL81",0,0.693721202445518,0.971,0.962,0,"3","RPL8",0.00900000000000001
"S100A11",0,0.688219273131807,0.861,0.807,0,"3","S100A11",0.0539999999999999
"PRDX5",0,0.680221057595212,0.819,0.694,0,"3","PRDX5",0.125
"SOX17",0,0.661911620723314,0.387,0.045,0,"3","SOX17",0.342
"SMIM22",0,0.661765829080225,0.277,0.016,0,"3","SMIM22",0.261
"ERO1A",0,0.655301659316092,0.507,0.254,0,"3","ERO1A",0.253
"ABHD11",0,0.649658980870902,0.475,0.099,0,"3","ABHD11",0.376
"AC007906.2",0,0.64501678694462,0.253,0.015,0,"3","AC007906.2",0.238
"QPRT",0,0.642936149082303,0.498,0.219,0,"3","QPRT",0.279
"NDUFB9",0,0.641390089783233,0.698,0.5,0,"3","NDUFB9",0.198
"S100A131",0,0.640699368275166,0.786,0.42,0,"3","S100A13",0.366
"SPINT1",0,0.637070742994209,0.43,0.056,0,"3","SPINT1",0.374
"ASRGL1",0,0.636015612320761,0.334,0.047,0,"3","ASRGL1",0.287
"CYC1",0,0.631675738096096,0.675,0.447,0,"3","CYC1",0.228
"TM4SF1",0,0.631636808744098,0.512,0.226,0,"3","TM4SF1",0.286
"HMGA1",0,0.630753517252271,0.513,0.184,0,"3","HMGA1",0.329
"TXN",0,0.629745874455515,0.831,0.715,0,"3","TXN",0.116
"NR2F6",0,0.62324790735083,0.553,0.179,0,"3","NR2F6",0.374
"HSPE1",0,0.621542831617321,0.84,0.745,0,"3","HSPE1",0.095
"EMX2",0,0.620002330216454,0.453,0.071,0,"3","EMX2",0.382
"TMEM238",0,0.614478883609307,0.484,0.14,0,"3","TMEM238",0.344
"MAP3K13",0,0.611350920148236,0.601,0.322,0,"3","MAP3K13",0.279
"LSR",0,0.609045973812133,0.475,0.09,0,"3","LSR",0.385
"PAX8",0,0.604509819677011,0.423,0.035,0,"3","PAX8",0.388
"FXYD3",0,0.60236386662898,0.382,0.017,0,"3","FXYD3",0.365
"PTPRF",0,0.600128245784106,0.508,0.145,0,"3","PTPRF",0.363
"DMKN",0,0.597191985679758,0.514,0.154,0,"3","DMKN",0.36
"KCNK15",0,0.587579586216659,0.381,0.034,0,"3","KCNK15",0.347
"TNFRSF12A1",0,0.582574923500684,0.512,0.201,0,"3","TNFRSF12A",0.311
"BACE2",0,0.581636636303306,0.452,0.14,0,"3","BACE2",0.312
"PPP1R16A",0,0.580900404890168,0.497,0.159,0,"3","PPP1R16A",0.338
"ASS1",0,0.578934275111153,0.447,0.124,0,"3","ASS1",0.323
"CXADR",0,0.577343992539726,0.419,0.022,0,"3","CXADR",0.397
"NMB",0,0.57378026242504,0.337,0.096,0,"3","NMB",0.241
"CLDN1",0,0.572967424686564,0.276,0.075,0,"3","CLDN1",0.201
"ST14",0,0.566477165368397,0.435,0.061,0,"3","ST14",0.374
"IFITM31",0,0.561205877101137,0.883,0.642,0,"3","IFITM3",0.241
"DDR1",0,0.56016005541448,0.453,0.067,0,"3","DDR1",0.386
"DSG2",0,0.558425426942809,0.478,0.138,0,"3","DSG2",0.34
"LYPD1",0,0.55663979064437,0.282,0.015,0,"3","LYPD1",0.267
"ZNF503",0,0.555930709296909,0.464,0.171,0,"3","ZNF503",0.293
"COX5B",0,0.554009470391155,0.839,0.786,0,"3","COX5B",0.0529999999999999
"PRKCI",0,0.550482941942502,0.482,0.203,0,"3","PRKCI",0.279
"EGLN3",0,0.549801428992835,0.334,0.036,0,"3","EGLN3",0.298
"NDUFS5",0,0.549256840765532,0.847,0.771,0,"3","NDUFS5",0.076
"CFB",0,0.54828100623203,0.321,0.047,0,"3","CFB",0.274
"FAM213A",0,0.546593502623964,0.495,0.179,0,"3","FAM213A",0.316
"TUBA1C",0,0.545605202060899,0.647,0.369,0,"3","TUBA1C",0.278
"HDGF",0,0.542006530593796,0.64,0.386,0,"3","HDGF",0.254
"RAB25",0,0.541469614420298,0.417,0.009,0,"3","RAB25",0.408
"MYL6B",0,0.5384029659097,0.625,0.351,0,"3","MYL6B",0.274
"IGF2BP2",0,0.537400964839211,0.373,0.051,0,"3","IGF2BP2",0.322
"ERP27",0,0.534703074805774,0.253,0.031,0,"3","ERP27",0.222
"CYSTM1",0,0.531999789703905,0.59,0.308,0,"3","CYSTM1",0.282
"VTCN1",0,0.531243410785717,0.317,0.01,0,"3","VTCN1",0.307
"CXXC5",0,0.530523690859887,0.492,0.185,0,"3","CXXC5",0.307
"TMEM205",0,0.529267897644633,0.604,0.376,0,"3","TMEM205",0.228
"CRIP2",0,0.529166188956298,0.503,0.186,0,"3","CRIP2",0.317
"KRTCAP3",0,0.526447713312838,0.412,0.018,0,"3","KRTCAP3",0.394
"PRDX6",0,0.523580309574222,0.796,0.641,0,"3","PRDX6",0.155
"FKBP4",0,0.522660256464011,0.572,0.269,0,"3","FKBP4",0.303
"STXBP6",0,0.521935259693761,0.387,0.024,0,"3","STXBP6",0.363
"BHLHE41",0,0.520180782998774,0.355,0.106,0,"3","BHLHE41",0.249
"CADM1",0,0.513717566367091,0.429,0.124,0,"3","CADM1",0.305
"STARD10",0,0.512642649911876,0.462,0.114,0,"3","STARD10",0.348
"TM7SF2",0,0.510854935223636,0.414,0.085,0,"3","TM7SF2",0.329
"AQP5",0,0.508286867163924,0.292,0.011,0,"3","AQP5",0.281
"LAMA5",0,0.502864138496216,0.423,0.086,0,"3","LAMA5",0.337
"CCDC6",0,0.499025727505543,0.542,0.256,0,"3","CCDC6",0.286
"PRSS8",0,0.498771798615978,0.386,0.01,0,"3","PRSS8",0.376
"PHLDA3",0,0.497746125766162,0.479,0.166,0,"3","PHLDA3",0.313
"LAMB3",0,0.497720472457825,0.342,0.025,0,"3","LAMB3",0.317
"H1F0",0,0.497064008529704,0.488,0.189,0,"3","H1F0",0.299
"SINHCAF",0,0.494053817645847,0.542,0.286,0,"3","SINHCAF",0.256
"MEIS1",0,0.492966830109292,0.444,0.117,0,"3","MEIS1",0.327
"CKB",0,0.49099754656175,0.477,0.187,0,"3","CKB",0.29
"S100A2",0,0.488933382411567,0.26,0.03,0,"3","S100A2",0.23
"DSC2",0,0.488244869736791,0.355,0.035,0,"3","DSC2",0.32
"CITED4",0,0.486447105926001,0.486,0.15,0,"3","CITED4",0.336
"TNNI3",0,0.48281517585045,0.308,0.015,0,"3","TNNI3",0.293
"PGRMC11",0,0.481871940775981,0.668,0.403,0,"3","PGRMC1",0.265
"MRPL14",0,0.4816827954987,0.623,0.387,0,"3","MRPL14",0.236
"CAMTA1",0,0.481639688235871,0.662,0.421,0,"3","CAMTA1",0.241
"SLC25A4",0,0.476935712055741,0.487,0.221,0,"3","SLC25A4",0.266
"CYP1B1",0,0.476855949250331,0.259,0.079,0,"3","CYP1B1",0.18
"POLR2H",0,0.473205127035781,0.603,0.347,0,"3","POLR2H",0.256
"MEST1",0,0.473151217244947,0.377,0.123,0,"3","MEST",0.254
"SCNN1A",0,0.472687463107462,0.371,0.016,0,"3","SCNN1A",0.355
"P4HA21",0,0.470949183008664,0.41,0.147,0,"3","P4HA2",0.263
"MT1F",0,0.469364889897311,0.418,0.136,0,"3","MT1F",0.282
"CDH1",0,0.467290269402215,0.381,0.026,0,"3","CDH1",0.355
"MLF2",0,0.46675122379256,0.659,0.442,0,"3","MLF2",0.217
"AK4",0,0.466070900926216,0.435,0.07,0,"3","AK4",0.365
"ARHGAP29",0,0.465484119192976,0.451,0.135,0,"3","ARHGAP29",0.316
